# Godot class reference — one row per member
# class	kind	name	signature	brief
VisualShaderNodeMix	enum-value	OP_TYPE_VECTOR_2D	OpType.OP_TYPE_VECTOR_2D = 1	A 2D vector type.
VisualShaderNodeMix	enum-value	OP_TYPE_VECTOR_2D_SCALAR	OpType.OP_TYPE_VECTOR_2D_SCALAR = 2	The a and b ports use a 2D vector type.
VisualShaderNodeMix	enum-value	OP_TYPE_VECTOR_3D	OpType.OP_TYPE_VECTOR_3D = 3	A 3D vector type.
VisualShaderNodeMix	enum-value	OP_TYPE_VECTOR_3D_SCALAR	OpType.OP_TYPE_VECTOR_3D_SCALAR = 4	The a and b ports use a 3D vector type.
VisualShaderNodeMix	enum-value	OP_TYPE_VECTOR_4D	OpType.OP_TYPE_VECTOR_4D = 5	A 4D vector type.
VisualShaderNodeMix	enum-value	OP_TYPE_VECTOR_4D_SCALAR	OpType.OP_TYPE_VECTOR_4D_SCALAR = 6	The a and b ports use a 4D vector type.
VisualShaderNodeMix	enum-value	OP_TYPE_MAX	OpType.OP_TYPE_MAX = 7	Represents the size of the enum.
VisualShaderNodeMultiplyAdd	property	op_type	int op_type = 0	A type of operands and returned value.
VisualShaderNodeMultiplyAdd	enum-value	OP_TYPE_SCALAR	OpType.OP_TYPE_SCALAR = 0	A floating-point scalar type.
VisualShaderNodeMultiplyAdd	enum-value	OP_TYPE_VECTOR_2D	OpType.OP_TYPE_VECTOR_2D = 1	A 2D vector type.
VisualShaderNodeMultiplyAdd	enum-value	OP_TYPE_VECTOR_3D	OpType.OP_TYPE_VECTOR_3D = 2	A 3D vector type.
VisualShaderNodeMultiplyAdd	enum-value	OP_TYPE_VECTOR_4D	OpType.OP_TYPE_VECTOR_4D = 3	A 4D vector type.
VisualShaderNodeMultiplyAdd	enum-value	OP_TYPE_MAX	OpType.OP_TYPE_MAX = 4	Represents the size of the enum.
VisualShaderNodeParameter	property	instance_index	int instance_index = 0	The index within 0-15 range, which is used to avoid clashes when shader used on multiple materials.
VisualShaderNodeParameter	property	parameter_name	String parameter_name = ""	Name of the parameter, by which it can be accessed through the properties.
VisualShaderNodeParameter	property	qualifier	int qualifier = 0	Defines the scope of the parameter.
VisualShaderNodeParameter	enum-value	QUAL_NONE	Qualifier.QUAL_NONE = 0	The parameter will be tied to the using this shader.
VisualShaderNodeParameter	enum-value	QUAL_GLOBAL	Qualifier.QUAL_GLOBAL = 1	The parameter will use a global value, defined in Project Settings.
VisualShaderNodeParameter	enum-value	QUAL_INSTANCE	Qualifier.QUAL_INSTANCE = 2	The parameter will be tied to the node with attached using this shader.
VisualShaderNodeParameter	enum-value	QUAL_INSTANCE_INDEX	Qualifier.QUAL_INSTANCE_INDEX = 3	The parameter will be tied to the node with attached using this shader.
VisualShaderNodeParameter	enum-value	QUAL_MAX	Qualifier.QUAL_MAX = 4	Represents the size of the enum.
VisualShaderNodeParameterRef	property	parameter_name	String parameter_name = "[None]"	The name of the parameter which this reference points to.
VisualShaderNodeParticleAccelerator	property	mode	int mode = 0	Defines in what manner the particles will be accelerated.
VisualShaderNodeParticleAccelerator	enum-value	MODE_LINEAR	Mode.MODE_LINEAR = 0	The particles will be accelerated based on their velocity.
VisualShaderNodeParticleAccelerator	enum-value	MODE_RADIAL	Mode.MODE_RADIAL = 1	The particles will be accelerated towards or away from the center.
VisualShaderNodeParticleAccelerator	enum-value	MODE_TANGENTIAL	Mode.MODE_TANGENTIAL = 2	The particles will be accelerated tangentially to the radius vector from center to their position.
VisualShaderNodeParticleAccelerator	enum-value	MODE_MAX	Mode.MODE_MAX = 3	Represents the size of the enum.
VisualShaderNodeParticleEmit	property	flags	int flags = 31	Flags used to override the properties defined in the sub-emitter's process material.
VisualShaderNodeParticleEmit	enum-value	EMIT_FLAG_POSITION	EmitFlags.EMIT_FLAG_POSITION = 1	If enabled, the particle starts with the position defined by this node.
VisualShaderNodeParticleEmit	enum-value	EMIT_FLAG_ROT_SCALE	EmitFlags.EMIT_FLAG_ROT_SCALE = 2	If enabled, the particle starts with the rotation and scale defined by this node.
VisualShaderNodeParticleEmit	enum-value	EMIT_FLAG_VELOCITY	EmitFlags.EMIT_FLAG_VELOCITY = 4	If enabled,the particle starts with the velocity defined by this node.
VisualShaderNodeParticleEmit	enum-value	EMIT_FLAG_COLOR	EmitFlags.EMIT_FLAG_COLOR = 8	If enabled, the particle starts with the color defined by this node.
VisualShaderNodeParticleEmit	enum-value	EMIT_FLAG_CUSTOM	EmitFlags.EMIT_FLAG_CUSTOM = 16	If enabled, the particle starts with the CUSTOM data defined by this node.
VisualShaderNodeParticleEmitter	property	mode_2d	bool mode_2d = false	If true, the result of this emitter is projected to 2D space.
VisualShaderNodeParticleMeshEmitter	property	mesh	Mesh mesh	The that defines emission shape.
VisualShaderNodeParticleMeshEmitter	property	surface_index	int surface_index = 0	Index of the surface that emits particles.
VisualShaderNodeParticleMeshEmitter	property	use_all_surfaces	bool use_all_surfaces = true	If true, the particles will emit from all surfaces of the mesh.
VisualShaderNodeParticleMultiplyByAxisAngle	property	degrees_mode	bool degrees_mode = true	If true, the angle will be interpreted in degrees instead of radians.
VisualShaderNodeParticleRandomness	property	op_type	int op_type = 0	A type of operands and returned value.
VisualShaderNodeParticleRandomness	enum-value	OP_TYPE_SCALAR	OpType.OP_TYPE_SCALAR = 0	A floating-point scalar.
VisualShaderNodeParticleRandomness	enum-value	OP_TYPE_VECTOR_2D	OpType.OP_TYPE_VECTOR_2D = 1	A 2D vector type.
VisualShaderNodeParticleRandomness	enum-value	OP_TYPE_VECTOR_3D	OpType.OP_TYPE_VECTOR_3D = 2	A 3D vector type.
VisualShaderNodeParticleRandomness	enum-value	OP_TYPE_VECTOR_4D	OpType.OP_TYPE_VECTOR_4D = 3	A 4D vector type.
VisualShaderNodeParticleRandomness	enum-value	OP_TYPE_MAX	OpType.OP_TYPE_MAX = 4	Represents the size of the enum.
VisualShaderNodeRemap	property	op_type	int op_type = 0	
VisualShaderNodeRemap	enum-value	OP_TYPE_SCALAR	OpType.OP_TYPE_SCALAR = 0	A floating-point scalar type.
VisualShaderNodeRemap	enum-value	OP_TYPE_VECTOR_2D	OpType.OP_TYPE_VECTOR_2D = 1	A 2D vector type.
VisualShaderNodeRemap	enum-value	OP_TYPE_VECTOR_2D_SCALAR	OpType.OP_TYPE_VECTOR_2D_SCALAR = 2	The value port uses a 2D vector type, while the input min, input max, output min, and output max ports use a floating-point scalar type.
VisualShaderNodeRemap	enum-value	OP_TYPE_VECTOR_3D	OpType.OP_TYPE_VECTOR_3D = 3	A 3D vector type.
VisualShaderNodeRemap	enum-value	OP_TYPE_VECTOR_3D_SCALAR	OpType.OP_TYPE_VECTOR_3D_SCALAR = 4	The value port uses a 3D vector type, while the input min, input max, output min, and output max ports use a floating-point scalar type.
VisualShaderNodeRemap	enum-value	OP_TYPE_VECTOR_4D	OpType.OP_TYPE_VECTOR_4D = 5	A 4D vector type.
VisualShaderNodeRemap	enum-value	OP_TYPE_VECTOR_4D_SCALAR	OpType.OP_TYPE_VECTOR_4D_SCALAR = 6	The value port uses a 4D vector type, while the input min, input max, output min, and output max ports use a floating-point scalar type.
VisualShaderNodeRemap	enum-value	OP_TYPE_MAX	OpType.OP_TYPE_MAX = 7	Represents the size of the enum.
VisualShaderNodeReroute	method	get_port_type	int get_port_type() const	Returns the port type of the reroute node.
VisualShaderNodeResizableBase	property	size	Vector2 size = Vector2(0, 0)	The size of the node in the visual shader graph.
VisualShaderNodeSample3D	property	source	int source = 0	An input source type.
VisualShaderNodeSample3D	enum-value	SOURCE_TEXTURE	Source.SOURCE_TEXTURE = 0	Creates internal uniform and provides a way to assign it within node.
VisualShaderNodeSample3D	enum-value	SOURCE_PORT	Source.SOURCE_PORT = 1	Use the uniform texture from sampler port.
VisualShaderNodeSample3D	enum-value	SOURCE_MAX	Source.SOURCE_MAX = 2	Represents the size of the enum.
VisualShaderNodeSmoothStep	property	op_type	int op_type = 0	A type of operands and returned value.
VisualShaderNodeSmoothStep	enum-value	OP_TYPE_SCALAR	OpType.OP_TYPE_SCALAR = 0	A floating-point scalar type.
VisualShaderNodeSmoothStep	enum-value	OP_TYPE_VECTOR_2D	OpType.OP_TYPE_VECTOR_2D = 1	A 2D vector type.
VisualShaderNodeSmoothStep	enum-value	OP_TYPE_VECTOR_2D_SCALAR	OpType.OP_TYPE_VECTOR_2D_SCALAR = 2	The x port uses a 2D vector type.
VisualShaderNodeSmoothStep	enum-value	OP_TYPE_VECTOR_3D	OpType.OP_TYPE_VECTOR_3D = 3	A 3D vector type.
VisualShaderNodeSmoothStep	enum-value	OP_TYPE_VECTOR_3D_SCALAR	OpType.OP_TYPE_VECTOR_3D_SCALAR = 4	The x port uses a 3D vector type.
VisualShaderNodeSmoothStep	enum-value	OP_TYPE_VECTOR_4D	OpType.OP_TYPE_VECTOR_4D = 5	A 4D vector type.
VisualShaderNodeSmoothStep	enum-value	OP_TYPE_VECTOR_4D_SCALAR	OpType.OP_TYPE_VECTOR_4D_SCALAR = 6	The a and b ports use a 4D vector type.
VisualShaderNodeSmoothStep	enum-value	OP_TYPE_MAX	OpType.OP_TYPE_MAX = 7	Represents the size of the enum.
VisualShaderNodeStep	property	op_type	int op_type = 0	A type of operands and returned value.
VisualShaderNodeStep	enum-value	OP_TYPE_SCALAR	OpType.OP_TYPE_SCALAR = 0	A floating-point scalar type.
VisualShaderNodeStep	enum-value	OP_TYPE_VECTOR_2D	OpType.OP_TYPE_VECTOR_2D = 1	A 2D vector type.
VisualShaderNodeStep	enum-value	OP_TYPE_VECTOR_2D_SCALAR	OpType.OP_TYPE_VECTOR_2D_SCALAR = 2	The x port uses a 2D vector type, while the edge port uses a floating-point scalar type.
VisualShaderNodeStep	enum-value	OP_TYPE_VECTOR_3D	OpType.OP_TYPE_VECTOR_3D = 3	A 3D vector type.
VisualShaderNodeStep	enum-value	OP_TYPE_VECTOR_3D_SCALAR	OpType.OP_TYPE_VECTOR_3D_SCALAR = 4	The x port uses a 3D vector type, while the edge port uses a floating-point scalar type.
VisualShaderNodeStep	enum-value	OP_TYPE_VECTOR_4D	OpType.OP_TYPE_VECTOR_4D = 5	A 4D vector type.
VisualShaderNodeStep	enum-value	OP_TYPE_VECTOR_4D_SCALAR	OpType.OP_TYPE_VECTOR_4D_SCALAR = 6	The a and b ports use a 4D vector type.
VisualShaderNodeStep	enum-value	OP_TYPE_MAX	OpType.OP_TYPE_MAX = 7	Represents the size of the enum.
VisualShaderNodeSwitch	property	op_type	int op_type = 0	A type of operands and returned value.
VisualShaderNodeSwitch	enum-value	OP_TYPE_FLOAT	OpType.OP_TYPE_FLOAT = 0	A floating-point scalar.
VisualShaderNodeSwitch	enum-value	OP_TYPE_INT	OpType.OP_TYPE_INT = 1	An integer scalar.
VisualShaderNodeSwitch	enum-value	OP_TYPE_UINT	OpType.OP_TYPE_UINT = 2	An unsigned integer scalar.
VisualShaderNodeSwitch	enum-value	OP_TYPE_VECTOR_2D	OpType.OP_TYPE_VECTOR_2D = 3	A 2D vector type.
VisualShaderNodeSwitch	enum-value	OP_TYPE_VECTOR_3D	OpType.OP_TYPE_VECTOR_3D = 4	A 3D vector type.
VisualShaderNodeSwitch	enum-value	OP_TYPE_VECTOR_4D	OpType.OP_TYPE_VECTOR_4D = 5	A 4D vector type.
VisualShaderNodeSwitch	enum-value	OP_TYPE_BOOLEAN	OpType.OP_TYPE_BOOLEAN = 6	A boolean type.
VisualShaderNodeSwitch	enum-value	OP_TYPE_TRANSFORM	OpType.OP_TYPE_TRANSFORM = 7	A transform type.
VisualShaderNodeSwitch	enum-value	OP_TYPE_MAX	OpType.OP_TYPE_MAX = 8	Represents the size of the enum.
VisualShaderNodeTexture	property	source	int source = 0	Determines the source for the lookup.
VisualShaderNodeTexture	property	texture	Texture2D texture	The source texture, if needed for the selected .
VisualShaderNodeTexture	property	texture_type	int texture_type = 0	Specifies the type of the texture if is set to .
VisualShaderNodeTexture	enum-value	SOURCE_TEXTURE	Source.SOURCE_TEXTURE = 0	Use the texture given as an argument for this function.
VisualShaderNodeTexture	enum-value	SOURCE_SCREEN	Source.SOURCE_SCREEN = 1	Use the current viewport's texture as the source.
VisualShaderNodeTexture	enum-value	SOURCE_2D_TEXTURE	Source.SOURCE_2D_TEXTURE = 2	Use the texture from this shader's texture built-in (e.g.
VisualShaderNodeTexture	enum-value	SOURCE_2D_NORMAL	Source.SOURCE_2D_NORMAL = 3	Use the texture from this shader's normal map built-in.
VisualShaderNodeTexture	enum-value	SOURCE_DEPTH	Source.SOURCE_DEPTH = 4	Use the depth texture captured during the depth prepass.
VisualShaderNodeTexture	enum-value	SOURCE_PORT	Source.SOURCE_PORT = 5	Use the texture provided in the input port for this function.
VisualShaderNodeTexture	enum-value	SOURCE_3D_NORMAL	Source.SOURCE_3D_NORMAL = 6	Use the normal buffer captured during the depth prepass.
VisualShaderNodeTexture	enum-value	SOURCE_ROUGHNESS	Source.SOURCE_ROUGHNESS = 7	Use the roughness buffer captured during the depth prepass.
VisualShaderNodeTexture	enum-value	SOURCE_MAX	Source.SOURCE_MAX = 8	Represents the size of the enum.
VisualShaderNodeTexture	enum-value	TYPE_DATA	TextureType.TYPE_DATA = 0	No hints are added to the uniform declaration.
VisualShaderNodeTexture	enum-value	TYPE_COLOR	TextureType.TYPE_COLOR = 1	Adds source_color as hint to the uniform declaration for proper conversion from nonlinear sRGB encoding to linear encoding.
VisualShaderNodeTexture	enum-value	TYPE_NORMAL_MAP	TextureType.TYPE_NORMAL_MAP = 2	Adds hint_normal as hint to the uniform declaration, which internally converts the texture for proper usage as normal map.
VisualShaderNodeTexture	enum-value	TYPE_MAX	TextureType.TYPE_MAX = 3	Represents the size of the enum.
VisualShaderNodeTexture2DArray	property	texture_array	TextureLayered texture_array	A source texture array.
VisualShaderNodeTexture3D	property	texture	Texture3D texture	A source texture.
VisualShaderNodeTextureParameter	property	color_default	int color_default = 0	Sets the default color if no texture is assigned to the uniform.
VisualShaderNodeTextureParameter	property	texture_filter	int texture_filter = 0	Sets the texture filtering mode.
VisualShaderNodeTextureParameter	property	texture_repeat	int texture_repeat = 0	Sets the texture repeating mode.
VisualShaderNodeTextureParameter	property	texture_source	int texture_source = 0	Sets the texture source mode.
VisualShaderNodeTextureParameter	property	texture_type	int texture_type = 0	Defines the type of data provided by the source texture.
VisualShaderNodeTextureParameter	enum-value	TYPE_DATA	TextureType.TYPE_DATA = 0	No hints are added to the uniform declaration.
VisualShaderNodeTextureParameter	enum-value	TYPE_COLOR	TextureType.TYPE_COLOR = 1	Adds source_color as hint to the uniform declaration for proper conversion from nonlinear sRGB encoding to linear encoding.
VisualShaderNodeTextureParameter	enum-value	TYPE_NORMAL_MAP	TextureType.TYPE_NORMAL_MAP = 2	Adds hint_normal as hint to the uniform declaration, which internally converts the texture for proper usage as normal map.
VisualShaderNodeTextureParameter	enum-value	TYPE_ANISOTROPY	TextureType.TYPE_ANISOTROPY = 3	Adds hint_anisotropy as hint to the uniform declaration to use for a flowmap.
VisualShaderNodeTextureParameter	enum-value	TYPE_MAX	TextureType.TYPE_MAX = 4	Represents the size of the enum.
VisualShaderNodeTextureParameter	enum-value	COLOR_DEFAULT_WHITE	ColorDefault.COLOR_DEFAULT_WHITE = 0	Defaults to fully opaque white color.
VisualShaderNodeTextureParameter	enum-value	COLOR_DEFAULT_BLACK	ColorDefault.COLOR_DEFAULT_BLACK = 1	Defaults to fully opaque black color.
VisualShaderNodeTextureParameter	enum-value	COLOR_DEFAULT_TRANSPARENT	ColorDefault.COLOR_DEFAULT_TRANSPARENT = 2	Defaults to fully transparent black color.
VisualShaderNodeTextureParameter	enum-value	COLOR_DEFAULT_MAX	ColorDefault.COLOR_DEFAULT_MAX = 3	Represents the size of the enum.
